"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/HorrorEngine/Materials/He_LogoDecalB.He_LogoDecalB","49","21","21","1","21.165779","0","21"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","87","87","1","99.160149","0","87"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","127","127","1","152.240448","0","127"
"/Game/HorrorEngine/Materials/He_VhsBlankScreenGlow.He_VhsBlankScreenGlow","49","61","61","1","58.549110","0","61"
"/Game/HorrorEngine/Materials/He_NoiseGlow.He_NoiseGlow","49","61","61","1","52.121899","0","61"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","949","970","1","1193.607544","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","61","61","1","47.390461","0","61"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","4","1","4.805105","0","4"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","26","26","1","34.814896","0","26"
"/Interchange/Materials/DecalMaterial.DecalMaterial","49","79","79","1","93.279510","0","79"
"/Interchange/Materials/DecalMaterial.M_DatasmithDecal","49","79","79","1","1.575540","0","79"
"/Game/HorrorEngine/Materials/HE_Paper.HE_Paper","49","23","23","1","28.837326","0","23"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","2.557015","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","2.624459","0","5"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","49","14","14","1","14.721028","0","14"
"/Game/HorrorEngine/Materials/HE_MonitorScreen.HE_MonitorScreen","49","14","14","1","15.133176","0","14"
"/Game/HorrorEngine/Materials/HE_PortalAdd3.HE_PortalAdd3","49","24","24","1","94.339699","0","24"
"/Game/HorrorEngine/Materials/HE_LockPanelButton.HE_LockPanelButton","49","30","30","1","34.043907","0","30"
"/Game/HorrorEngine/Materials/He_RampMaterial.He_RampMaterial","49","58","58","1","63.401573","0","58"
"/Game/HorrorEngine/Textures/HUD/InventoryCapture_Mat.InventoryCapture_Mat","49","13","13","1","9.086334","0","13"
"/Game/HorrorEngine/Materials/HE_ControlScreen.HE_ControlScreen","49","46","46","1","52.339157","0","46"
"/Game/HorrorEngine/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","49","23","23","1","27.599646","0","23"
"/Game/HorrorEngine/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","49","23","23","1","23.935476","0","23"
